filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor03_call05.wav,0.0,3.737,calm,02,01,03,neutral
sim_actor03_call05.wav,4.487,8.224,calm,02,01,03,neutral
sim_actor03_call05.wav,8.974,12.811,calm,02,01,03,neutral
sim_actor03_call05.wav,13.561,17.065,neutral,01,01,03,neutral
sim_actor03_call05.wav,17.815,21.785,calm,02,01,03,neutral
sim_actor03_call05.wav,22.535,26.373,calm,02,01,03,neutral
sim_actor03_call05.wav,27.123,30.66,sad,04,01,03,low_activation
sim_actor03_call05.wav,31.41,34.98,sad,04,01,03,low_activation
sim_actor03_call05.wav,35.73,39.267,sad,04,01,03,low_activation
sim_actor03_call05.wav,40.017,43.554,sad,04,01,03,low_activation
sim_actor03_call05.wav,44.304,47.907,disgust,07,01,03,low_activation
sim_actor03_call05.wav,48.657,52.227,sad,04,01,03,low_activation
sim_actor03_call05.wav,52.977,56.481,fearful,06,01,03,high_activation
sim_actor03_call05.wav,57.231,60.734,fearful,06,01,03,high_activation
sim_actor03_call05.wav,61.484,64.688,fearful,06,01,03,high_activation
sim_actor03_call05.wav,65.438,69.175,fearful,06,01,03,high_activation
sim_actor03_call05.wav,69.925,73.428,fearful,06,01,03,high_activation
sim_actor03_call05.wav,74.178,77.615,fearful,06,02,03,high_activation
sim_actor03_call05.wav,78.365,81.869,fearful,06,01,03,high_activation
sim_actor03_call05.wav,82.619,85.822,fearful,06,01,03,high_activation
sim_actor03_call05.wav,86.572,90.042,neutral,01,01,03,neutral
sim_actor03_call05.wav,90.792,94.229,neutral,01,01,03,neutral
sim_actor03_call05.wav,94.979,98.482,neutral,01,01,03,neutral
sim_actor03_call05.wav,99.232,103.203,calm,02,01,03,neutral
sim_actor03_call05.wav,103.953,107.456,neutral,01,01,03,neutral
sim_actor03_call05.wav,108.206,111.71,neutral,01,01,03,neutral
sim_actor03_call05.wav,112.46,116.297,calm,02,01,03,neutral
sim_actor03_call05.wav,117.047,120.784,calm,02,01,03,neutral
sim_actor03_call05.wav,121.534,125.371,calm,02,01,03,neutral
