filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor01_call04.wav,0.0,3.67,fearful,06,01,01,high_activation
sim_actor01_call04.wav,4.42,8.658,fearful,06,02,01,high_activation
sim_actor01_call04.wav,9.408,13.379,fearful,06,02,01,high_activation
sim_actor01_call04.wav,14.129,17.665,calm,02,01,01,neutral
sim_actor01_call04.wav,18.415,21.919,calm,02,01,01,neutral
sim_actor01_call04.wav,22.669,25.939,neutral,01,01,01,neutral
sim_actor01_call04.wav,26.689,30.226,calm,02,01,01,neutral
sim_actor01_call04.wav,30.976,34.513,calm,02,01,01,neutral
sim_actor01_call04.wav,35.263,38.733,calm,02,01,01,neutral
sim_actor01_call04.wav,39.483,42.82,neutral,01,01,01,neutral
sim_actor01_call04.wav,43.57,46.906,neutral,01,01,01,neutral
sim_actor01_call04.wav,47.656,50.959,neutral,01,01,01,neutral
sim_actor01_call04.wav,51.709,55.246,calm,02,01,01,neutral
sim_actor01_call04.wav,55.996,59.266,neutral,01,01,01,neutral
sim_actor01_call04.wav,60.016,63.52,calm,02,01,01,neutral
sim_actor01_call04.wav,64.27,67.74,calm,02,01,01,neutral
sim_actor01_call04.wav,68.49,72.094,calm,02,01,01,neutral
sim_actor01_call04.wav,72.844,76.114,neutral,01,01,01,neutral
sim_actor01_call04.wav,76.864,80.2,neutral,01,01,01,neutral
sim_actor01_call04.wav,80.95,84.554,calm,02,01,01,neutral
sim_actor01_call04.wav,85.304,88.641,neutral,01,01,01,neutral
sim_actor01_call04.wav,89.391,92.56,neutral,01,01,01,neutral
sim_actor01_call04.wav,93.31,96.914,calm,02,01,01,neutral
sim_actor01_call04.wav,97.664,101.268,calm,02,01,01,neutral
sim_actor01_call04.wav,102.018,105.488,calm,02,01,01,neutral
sim_actor01_call04.wav,106.238,109.575,neutral,01,01,01,neutral
sim_actor01_call04.wav,110.325,113.928,calm,02,01,01,neutral
sim_actor01_call04.wav,114.678,118.282,calm,02,01,01,neutral
sim_actor01_call04.wav,119.032,122.569,calm,02,01,01,neutral
sim_actor01_call04.wav,123.319,126.789,calm,02,01,01,neutral
