filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor01_call03.wav,0.0,3.17,neutral,01,01,01,neutral
sim_actor01_call03.wav,3.92,7.19,neutral,01,01,01,neutral
sim_actor01_call03.wav,7.94,11.41,calm,02,01,01,neutral
sim_actor01_call03.wav,12.16,15.764,calm,02,01,01,neutral
sim_actor01_call03.wav,16.514,20.117,calm,02,01,01,neutral
sim_actor01_call03.wav,20.867,24.371,sad,04,01,01,low_activation
sim_actor01_call03.wav,25.121,28.624,sad,04,01,01,low_activation
sim_actor01_call03.wav,29.374,33.278,fearful,06,02,01,high_activation
sim_actor01_call03.wav,34.028,37.732,fearful,06,01,01,high_activation
sim_actor01_call03.wav,38.482,43.487,fearful,06,02,01,high_activation
sim_actor01_call03.wav,44.237,47.407,neutral,01,01,01,neutral
sim_actor01_call03.wav,48.157,51.46,neutral,01,01,01,neutral
sim_actor01_call03.wav,52.21,55.513,neutral,01,01,01,neutral
sim_actor01_call03.wav,56.263,59.533,neutral,01,01,01,neutral
sim_actor01_call03.wav,60.283,64.187,disgust,07,01,01,low_activation
sim_actor01_call03.wav,64.937,68.574,fearful,06,01,01,high_activation
sim_actor01_call03.wav,69.324,73.295,fearful,06,02,01,high_activation
sim_actor01_call03.wav,74.045,78.015,fearful,06,02,01,high_activation
sim_actor01_call03.wav,78.765,81.935,neutral,01,01,01,neutral
sim_actor01_call03.wav,82.685,86.189,calm,02,01,01,neutral
sim_actor01_call03.wav,86.939,90.276,neutral,01,01,01,neutral
sim_actor01_call03.wav,91.026,94.329,neutral,01,01,01,neutral
sim_actor01_call03.wav,95.079,98.582,calm,02,01,01,neutral
sim_actor01_call03.wav,99.332,102.869,calm,02,01,01,neutral
sim_actor01_call03.wav,103.619,106.923,neutral,01,01,01,neutral
sim_actor01_call03.wav,107.673,111.209,calm,02,01,01,neutral
sim_actor01_call03.wav,111.959,115.129,neutral,01,01,01,neutral
sim_actor01_call03.wav,115.879,119.349,calm,02,01,01,neutral
sim_actor01_call03.wav,120.099,123.703,calm,02,01,01,neutral
sim_actor01_call03.wav,124.453,127.79,neutral,01,01,01,neutral
sim_actor01_call03.wav,128.54,131.71,neutral,01,01,01,neutral
sim_actor01_call03.wav,132.46,135.963,calm,02,01,01,neutral
