filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor04_call10.wav,0.0,3.403,fearful,06,02,04,high_activation
sim_actor04_call10.wav,4.153,7.624,fearful,06,01,04,high_activation
sim_actor04_call10.wav,8.374,11.844,fearful,06,01,04,high_activation
sim_actor04_call10.wav,12.594,15.997,fearful,06,02,04,high_activation
sim_actor04_call10.wav,16.747,19.984,fearful,06,01,04,high_activation
sim_actor04_call10.wav,20.734,24.471,calm,02,01,04,neutral
sim_actor04_call10.wav,25.221,28.524,neutral,01,01,04,neutral
sim_actor04_call10.wav,29.274,32.644,neutral,01,01,04,neutral
sim_actor04_call10.wav,33.394,36.964,calm,02,01,04,neutral
sim_actor04_call10.wav,37.714,40.984,neutral,01,01,04,neutral
sim_actor04_call10.wav,41.734,45.004,neutral,01,01,04,neutral
sim_actor04_call10.wav,45.754,49.124,neutral,01,01,04,neutral
sim_actor04_call10.wav,49.874,53.244,neutral,01,01,04,neutral
sim_actor04_call10.wav,53.994,57.365,neutral,01,01,04,neutral
sim_actor04_call10.wav,58.115,61.418,neutral,01,01,04,neutral
sim_actor04_call10.wav,62.168,65.805,calm,02,01,04,neutral
sim_actor04_call10.wav,66.555,70.359,calm,02,01,04,neutral
sim_actor04_call10.wav,71.109,74.912,calm,02,01,04,neutral
sim_actor04_call10.wav,75.662,79.299,calm,02,01,04,neutral
sim_actor04_call10.wav,80.049,83.62,calm,02,01,04,neutral
sim_actor04_call10.wav,84.37,88.107,calm,02,01,04,neutral
sim_actor04_call10.wav,88.857,92.594,calm,02,01,04,neutral
sim_actor04_call10.wav,93.344,97.081,calm,02,01,04,neutral
sim_actor04_call10.wav,97.831,101.101,neutral,01,01,04,neutral
sim_actor04_call10.wav,101.851,105.588,calm,02,01,04,neutral
sim_actor04_call10.wav,106.338,110.142,calm,02,01,04,neutral
sim_actor04_call10.wav,110.892,114.262,neutral,01,01,04,neutral
sim_actor04_call10.wav,115.012,118.649,calm,02,01,04,neutral
sim_actor04_call10.wav,119.399,122.669,neutral,01,01,04,neutral
sim_actor04_call10.wav,123.419,126.655,neutral,01,01,04,neutral
sim_actor04_call10.wav,127.405,130.775,neutral,01,01,04,neutral
sim_actor04_call10.wav,131.525,135.096,calm,02,01,04,neutral
