filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor02_call05.wav,0.0,4.004,calm,02,01,02,neutral
sim_actor02_call05.wav,4.754,8.758,calm,02,01,02,neutral
sim_actor02_call05.wav,9.508,13.345,calm,02,01,02,neutral
sim_actor02_call05.wav,14.095,17.699,neutral,01,01,02,neutral
sim_actor02_call05.wav,18.449,22.419,calm,02,01,02,neutral
sim_actor02_call05.wav,23.169,27.007,calm,02,01,02,neutral
sim_actor02_call05.wav,27.757,31.527,sad,04,01,02,low_activation
sim_actor02_call05.wav,32.277,36.014,sad,04,01,02,low_activation
sim_actor02_call05.wav,36.764,40.535,sad,04,01,02,low_activation
sim_actor02_call05.wav,41.285,45.055,sad,04,01,02,low_activation
sim_actor02_call05.wav,45.805,49.676,disgust,07,01,02,low_activation
sim_actor02_call05.wav,50.426,54.196,sad,04,01,02,low_activation
sim_actor02_call05.wav,54.946,58.616,fearful,06,01,02,high_activation
sim_actor02_call05.wav,59.366,63.037,fearful,06,01,02,high_activation
sim_actor02_call05.wav,63.787,67.524,fearful,06,01,02,high_activation
sim_actor02_call05.wav,68.274,71.911,fearful,06,01,02,high_activation
sim_actor02_call05.wav,72.661,76.331,fearful,06,01,02,high_activation
sim_actor02_call05.wav,77.081,80.685,fearful,06,02,02,high_activation
sim_actor02_call05.wav,81.435,85.105,fearful,06,01,02,high_activation
sim_actor02_call05.wav,85.855,89.592,fearful,06,01,02,high_activation
sim_actor02_call05.wav,90.342,93.946,neutral,01,01,02,neutral
sim_actor02_call05.wav,94.696,98.333,neutral,01,01,02,neutral
sim_actor02_call05.wav,99.083,102.686,neutral,01,01,02,neutral
sim_actor02_call05.wav,103.436,107.407,calm,02,01,02,neutral
sim_actor02_call05.wav,108.157,111.928,neutral,01,01,02,neutral
sim_actor02_call05.wav,112.678,116.281,neutral,01,01,02,neutral
sim_actor02_call05.wav,117.031,120.868,calm,02,01,02,neutral
sim_actor02_call05.wav,121.618,125.622,calm,02,01,02,neutral
sim_actor02_call05.wav,126.372,130.21,calm,02,01,02,neutral
