filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor02_call09.wav,0.0,3.77,neutral,01,01,02,neutral
sim_actor02_call09.wav,4.52,8.491,calm,02,01,02,neutral
sim_actor02_call09.wav,9.241,13.011,neutral,01,01,02,neutral
sim_actor02_call09.wav,13.761,17.732,calm,02,01,02,neutral
sim_actor02_call09.wav,18.482,22.319,calm,02,01,02,neutral
sim_actor02_call09.wav,23.069,26.84,neutral,01,01,02,neutral
sim_actor02_call09.wav,27.59,31.26,disgust,07,01,02,low_activation
sim_actor02_call09.wav,32.01,35.681,disgust,07,01,02,high_activation
sim_actor02_call09.wav,36.431,40.568,disgust,07,02,02,high_activation
sim_actor02_call09.wav,41.318,44.955,neutral,01,01,02,neutral
sim_actor02_call09.wav,45.705,49.309,neutral,01,01,02,neutral
sim_actor02_call09.wav,50.059,54.063,calm,02,01,02,neutral
sim_actor02_call09.wav,54.813,58.416,neutral,01,01,02,neutral
sim_actor02_call09.wav,59.166,63.17,calm,02,01,02,neutral
sim_actor02_call09.wav,63.92,67.524,neutral,01,01,02,neutral
sim_actor02_call09.wav,68.274,72.278,calm,02,01,02,neutral
sim_actor02_call09.wav,73.028,76.632,neutral,01,01,02,neutral
sim_actor02_call09.wav,77.382,81.386,calm,02,01,02,neutral
sim_actor02_call09.wav,82.136,85.973,calm,02,01,02,neutral
sim_actor02_call09.wav,86.723,90.693,calm,02,01,02,neutral
sim_actor02_call09.wav,91.443,95.08,neutral,01,01,02,neutral
sim_actor02_call09.wav,95.83,99.834,calm,02,01,02,neutral
sim_actor02_call09.wav,100.584,104.188,neutral,01,01,02,neutral
sim_actor02_call09.wav,104.938,108.542,neutral,01,01,02,neutral
sim_actor02_call09.wav,109.292,112.895,neutral,01,01,02,neutral
sim_actor02_call09.wav,113.645,117.649,calm,02,01,02,neutral
sim_actor02_call09.wav,118.399,122.17,neutral,01,01,02,neutral
sim_actor02_call09.wav,122.92,126.757,calm,02,01,02,neutral
sim_actor02_call09.wav,127.507,131.477,calm,02,01,02,neutral
sim_actor02_call09.wav,132.227,136.231,calm,02,01,02,neutral
