filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor01_call06.wav,0.0,4.304,disgust,07,02,01,high_activation
sim_actor01_call06.wav,5.054,8.925,disgust,07,01,01,high_activation
sim_actor01_call06.wav,9.675,13.545,disgust,07,01,01,high_activation
sim_actor01_call06.wav,14.295,18.199,disgust,07,01,01,high_activation
sim_actor01_call06.wav,18.949,23.32,disgust,07,02,01,high_activation
sim_actor01_call06.wav,24.07,27.541,calm,02,01,01,neutral
sim_actor01_call06.wav,28.291,31.594,neutral,01,01,01,neutral
sim_actor01_call06.wav,32.344,35.647,neutral,01,01,01,neutral
sim_actor01_call06.wav,36.397,39.867,calm,02,01,01,neutral
sim_actor01_call06.wav,40.617,43.954,neutral,01,01,01,neutral
sim_actor01_call06.wav,44.704,48.208,calm,02,01,01,neutral
sim_actor01_call06.wav,48.958,52.428,calm,02,01,01,neutral
sim_actor01_call06.wav,53.178,56.681,calm,02,01,01,neutral
sim_actor01_call06.wav,57.431,60.735,neutral,01,01,01,neutral
sim_actor01_call06.wav,61.485,64.955,calm,02,01,01,neutral
sim_actor01_call06.wav,65.705,69.242,calm,02,01,01,neutral
sim_actor01_call06.wav,69.992,73.262,neutral,01,01,01,neutral
sim_actor01_call06.wav,74.012,77.181,neutral,01,01,01,neutral
sim_actor01_call06.wav,77.931,81.235,neutral,01,01,01,neutral
sim_actor01_call06.wav,81.985,85.588,calm,02,01,01,neutral
sim_actor01_call06.wav,86.338,89.875,calm,02,01,01,neutral
sim_actor01_call06.wav,90.625,93.895,neutral,01,01,01,neutral
sim_actor01_call06.wav,94.645,97.815,neutral,01,01,01,neutral
sim_actor01_call06.wav,98.565,101.868,neutral,01,01,01,neutral
sim_actor01_call06.wav,102.618,106.222,calm,02,01,01,neutral
sim_actor01_call06.wav,106.972,110.142,neutral,01,01,01,neutral
sim_actor01_call06.wav,110.892,114.195,neutral,01,01,01,neutral
sim_actor01_call06.wav,114.945,118.415,calm,02,01,01,neutral
sim_actor01_call06.wav,119.165,122.702,calm,02,01,01,neutral
sim_actor01_call06.wav,123.452,126.756,neutral,01,01,01,neutral
sim_actor01_call06.wav,127.506,130.976,calm,02,01,01,neutral
