filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor04_call01.wav,0.0,3.27,neutral,01,01,04,neutral
sim_actor04_call01.wav,4.02,7.657,calm,02,01,04,neutral
sim_actor04_call01.wav,8.407,11.677,neutral,01,01,04,neutral
sim_actor04_call01.wav,12.427,15.697,neutral,01,01,04,neutral
sim_actor04_call01.wav,16.447,20.184,calm,02,01,04,neutral
sim_actor04_call01.wav,20.934,24.738,calm,02,01,04,neutral
sim_actor04_call01.wav,25.488,28.758,neutral,01,01,04,neutral
sim_actor04_call01.wav,29.508,33.311,calm,02,01,04,neutral
sim_actor04_call01.wav,34.061,37.331,neutral,01,01,04,neutral
sim_actor04_call01.wav,38.081,41.385,neutral,01,01,04,neutral
sim_actor04_call01.wav,42.135,45.772,calm,02,01,04,neutral
sim_actor04_call01.wav,46.522,49.892,neutral,01,01,04,neutral
sim_actor04_call01.wav,50.642,53.945,neutral,01,01,04,neutral
sim_actor04_call01.wav,54.695,58.265,calm,02,01,04,neutral
sim_actor04_call01.wav,59.015,62.586,calm,02,01,04,neutral
sim_actor04_call01.wav,63.336,66.606,neutral,01,01,04,neutral
sim_actor04_call01.wav,67.356,70.993,calm,02,01,04,neutral
sim_actor04_call01.wav,71.743,75.046,neutral,01,01,04,neutral
sim_actor04_call01.wav,75.796,79.366,calm,02,01,04,neutral
sim_actor04_call01.wav,80.116,83.92,calm,02,01,04,neutral
sim_actor04_call01.wav,84.67,88.307,calm,02,01,04,neutral
sim_actor04_call01.wav,89.057,92.293,neutral,01,01,04,neutral
sim_actor04_call01.wav,93.043,96.347,neutral,01,01,04,neutral
sim_actor04_call01.wav,97.097,100.333,neutral,01,01,04,neutral
sim_actor04_call01.wav,101.083,104.453,neutral,01,01,04,neutral
sim_actor04_call01.wav,105.203,108.84,calm,02,01,04,neutral
sim_actor04_call01.wav,109.59,112.96,neutral,01,01,04,neutral
sim_actor04_call01.wav,113.71,117.281,calm,02,01,04,neutral
sim_actor04_call01.wav,118.031,121.301,neutral,01,01,04,neutral
