filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor03_call07.wav,0.0,3.971,calm,02,01,03,neutral
sim_actor03_call07.wav,4.721,8.691,calm,02,01,03,neutral
sim_actor03_call07.wav,9.441,12.945,neutral,01,01,03,neutral
sim_actor03_call07.wav,13.695,17.198,neutral,01,01,03,neutral
sim_actor03_call07.wav,17.948,21.485,sad,04,01,03,low_activation
sim_actor03_call07.wav,22.235,25.438,fearful,06,01,03,high_activation
sim_actor03_call07.wav,26.188,29.492,fearful,06,02,03,high_activation
sim_actor03_call07.wav,30.242,34.079,fearful,06,01,03,high_activation
sim_actor03_call07.wav,34.829,38.332,fearful,06,01,03,high_activation
sim_actor03_call07.wav,39.082,42.92,fearful,06,01,03,high_activation
sim_actor03_call07.wav,43.67,47.106,neutral,01,01,03,neutral
sim_actor03_call07.wav,47.856,51.293,neutral,01,01,03,neutral
sim_actor03_call07.wav,52.043,55.88,calm,02,01,03,neutral
sim_actor03_call07.wav,56.63,60.468,calm,02,01,03,neutral
sim_actor03_call07.wav,61.218,64.721,neutral,01,01,03,neutral
sim_actor03_call07.wav,65.471,69.208,calm,02,01,03,neutral
sim_actor03_call07.wav,69.958,73.795,calm,02,01,03,neutral
sim_actor03_call07.wav,74.545,78.382,calm,02,01,03,neutral
sim_actor03_call07.wav,79.132,82.569,neutral,01,01,03,neutral
sim_actor03_call07.wav,83.319,87.056,calm,02,01,03,neutral
sim_actor03_call07.wav,87.806,91.644,calm,02,01,03,neutral
sim_actor03_call07.wav,92.394,96.231,calm,02,01,03,neutral
sim_actor03_call07.wav,96.981,100.484,neutral,01,01,03,neutral
sim_actor03_call07.wav,101.234,104.738,neutral,01,01,03,neutral
sim_actor03_call07.wav,105.488,108.991,neutral,01,01,03,neutral
sim_actor03_call07.wav,109.741,113.578,calm,02,01,03,neutral
sim_actor03_call07.wav,114.328,117.832,neutral,01,01,03,neutral
sim_actor03_call07.wav,118.582,122.019,neutral,01,01,03,neutral
sim_actor03_call07.wav,122.769,126.506,calm,02,01,03,neutral
sim_actor03_call07.wav,127.256,131.093,calm,02,01,03,neutral
sim_actor03_call07.wav,131.843,135.346,neutral,01,01,03,neutral
sim_actor03_call07.wav,136.096,139.934,calm,02,01,03,neutral
