filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor01_call10.wav,0.0,4.238,fearful,06,02,01,high_activation
sim_actor01_call10.wav,4.988,8.691,fearful,06,01,01,high_activation
sim_actor01_call10.wav,9.441,13.145,fearful,06,01,01,high_activation
sim_actor01_call10.wav,13.895,18.133,fearful,06,02,01,high_activation
sim_actor01_call10.wav,18.883,22.52,fearful,06,01,01,high_activation
sim_actor01_call10.wav,23.27,26.873,calm,02,01,01,neutral
sim_actor01_call10.wav,27.623,30.926,neutral,01,01,01,neutral
sim_actor01_call10.wav,31.676,35.013,neutral,01,01,01,neutral
sim_actor01_call10.wav,35.763,39.233,calm,02,01,01,neutral
sim_actor01_call10.wav,39.983,43.253,neutral,01,01,01,neutral
sim_actor01_call10.wav,44.003,47.273,neutral,01,01,01,neutral
sim_actor01_call10.wav,48.023,51.36,neutral,01,01,01,neutral
sim_actor01_call10.wav,52.11,55.447,neutral,01,01,01,neutral
sim_actor01_call10.wav,56.197,59.533,neutral,01,01,01,neutral
sim_actor01_call10.wav,60.283,63.587,neutral,01,01,01,neutral
sim_actor01_call10.wav,64.337,67.84,calm,02,01,01,neutral
sim_actor01_call10.wav,68.59,72.127,calm,02,01,01,neutral
sim_actor01_call10.wav,72.877,76.414,calm,02,01,01,neutral
sim_actor01_call10.wav,77.164,80.667,calm,02,01,01,neutral
sim_actor01_call10.wav,81.417,84.887,calm,02,01,01,neutral
sim_actor01_call10.wav,85.637,89.241,calm,02,01,01,neutral
sim_actor01_call10.wav,89.991,93.595,calm,02,01,01,neutral
sim_actor01_call10.wav,94.345,97.948,calm,02,01,01,neutral
sim_actor01_call10.wav,98.698,101.968,neutral,01,01,01,neutral
sim_actor01_call10.wav,102.718,106.322,calm,02,01,01,neutral
sim_actor01_call10.wav,107.072,110.609,calm,02,01,01,neutral
sim_actor01_call10.wav,111.359,114.695,neutral,01,01,01,neutral
sim_actor01_call10.wav,115.445,118.949,calm,02,01,01,neutral
sim_actor01_call10.wav,119.699,122.969,neutral,01,01,01,neutral
sim_actor01_call10.wav,123.719,126.889,neutral,01,01,01,neutral
sim_actor01_call10.wav,127.639,130.975,neutral,01,01,01,neutral
sim_actor01_call10.wav,131.725,135.196,calm,02,01,01,neutral
