filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor04_call05.wav,0.0,3.737,calm,02,01,04,neutral
sim_actor04_call05.wav,4.487,8.224,calm,02,01,04,neutral
sim_actor04_call05.wav,8.974,12.778,calm,02,01,04,neutral
sim_actor04_call05.wav,13.528,16.898,neutral,01,01,04,neutral
sim_actor04_call05.wav,17.648,21.218,calm,02,01,04,neutral
sim_actor04_call05.wav,21.968,25.772,calm,02,01,04,neutral
sim_actor04_call05.wav,26.522,29.992,sad,04,01,04,low_activation
sim_actor04_call05.wav,30.742,34.179,sad,04,01,04,low_activation
sim_actor04_call05.wav,34.929,38.399,sad,04,01,04,low_activation
sim_actor04_call05.wav,39.149,42.619,sad,04,01,04,low_activation
sim_actor04_call05.wav,43.369,47.14,disgust,07,01,04,low_activation
sim_actor04_call05.wav,47.89,51.293,sad,04,01,04,low_activation
sim_actor04_call05.wav,52.043,55.513,fearful,06,01,04,high_activation
sim_actor04_call05.wav,56.263,59.733,fearful,06,01,04,high_activation
sim_actor04_call05.wav,60.483,63.954,fearful,06,01,04,high_activation
sim_actor04_call05.wav,64.704,68.007,fearful,06,01,04,high_activation
sim_actor04_call05.wav,68.757,72.227,fearful,06,01,04,high_activation
sim_actor04_call05.wav,72.977,76.547,fearful,06,02,04,high_activation
sim_actor04_call05.wav,77.297,80.767,fearful,06,01,04,high_activation
sim_actor04_call05.wav,81.517,84.987,fearful,06,01,04,high_activation
sim_actor04_call05.wav,85.737,88.974,neutral,01,01,04,neutral
sim_actor04_call05.wav,89.724,93.027,neutral,01,01,04,neutral
sim_actor04_call05.wav,93.777,97.147,neutral,01,01,04,neutral
sim_actor04_call05.wav,97.897,101.468,calm,02,01,04,neutral
sim_actor04_call05.wav,102.218,105.488,neutral,01,01,04,neutral
sim_actor04_call05.wav,106.238,109.608,neutral,01,01,04,neutral
sim_actor04_call05.wav,110.358,113.995,calm,02,01,04,neutral
sim_actor04_call05.wav,114.745,118.482,calm,02,01,04,neutral
sim_actor04_call05.wav,119.232,122.869,calm,02,01,04,neutral
