filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor01_call02.wav,0.0,3.537,calm,02,01,01,neutral
sim_actor01_call02.wav,4.287,7.891,calm,02,01,01,neutral
sim_actor01_call02.wav,8.64,12.244,calm,02,01,01,neutral
sim_actor01_call02.wav,12.994,16.498,calm,02,01,01,neutral
sim_actor01_call02.wav,17.248,20.718,calm,02,01,01,neutral
sim_actor01_call02.wav,21.468,24.805,neutral,01,01,01,neutral
sim_actor01_call02.wav,25.555,29.392,sad,04,01,01,low_activation
sim_actor01_call02.wav,30.142,33.812,fearful,06,01,01,high_activation
sim_actor01_call02.wav,34.562,39.567,fearful,06,02,01,high_activation
sim_actor01_call02.wav,40.317,43.487,neutral,01,01,01,neutral
sim_actor01_call02.wav,44.237,47.74,calm,02,01,01,neutral
sim_actor01_call02.wav,48.49,51.961,calm,02,01,01,neutral
sim_actor01_call02.wav,52.711,56.281,sad,04,01,01,low_activation
sim_actor01_call02.wav,57.031,60.534,angry,05,01,01,high_activation
sim_actor01_call02.wav,61.284,65.722,angry,05,02,01,high_activation
sim_actor01_call02.wav,66.472,70.61,angry,05,02,01,high_activation
sim_actor01_call02.wav,71.36,75.23,angry,05,01,01,high_activation
sim_actor01_call02.wav,75.98,79.918,angry,05,01,01,high_activation
sim_actor01_call02.wav,80.668,84.805,angry,05,02,01,high_activation
sim_actor01_call02.wav,85.555,88.725,neutral,01,01,01,neutral
sim_actor01_call02.wav,89.475,93.012,calm,02,01,01,neutral
sim_actor01_call02.wav,93.762,97.232,calm,02,01,01,neutral
sim_actor01_call02.wav,97.982,101.285,neutral,01,01,01,neutral
sim_actor01_call02.wav,102.035,105.205,neutral,01,01,01,neutral
sim_actor01_call02.wav,105.955,109.492,calm,02,01,01,neutral
sim_actor01_call02.wav,110.242,113.712,calm,02,01,01,neutral
sim_actor01_call02.wav,114.462,117.932,calm,02,01,01,neutral
sim_actor01_call02.wav,118.682,122.019,neutral,01,01,01,neutral
sim_actor01_call02.wav,122.769,126.106,neutral,01,01,01,neutral
sim_actor01_call02.wav,126.856,130.459,calm,02,01,01,neutral
sim_actor01_call02.wav,131.209,134.746,calm,02,01,01,neutral
