filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor04_call04.wav,0.0,3.303,fearful,06,01,04,high_activation
sim_actor04_call04.wav,4.053,7.457,fearful,06,02,04,high_activation
sim_actor04_call04.wav,8.207,11.81,fearful,06,02,04,high_activation
sim_actor04_call04.wav,12.56,16.364,calm,02,01,04,neutral
sim_actor04_call04.wav,17.114,20.751,calm,02,01,04,neutral
sim_actor04_call04.wav,21.501,24.771,neutral,01,01,04,neutral
sim_actor04_call04.wav,25.521,29.325,calm,02,01,04,neutral
sim_actor04_call04.wav,30.075,33.879,calm,02,01,04,neutral
sim_actor04_call04.wav,34.629,38.199,calm,02,01,04,neutral
sim_actor04_call04.wav,38.949,42.319,neutral,01,01,04,neutral
sim_actor04_call04.wav,43.069,46.439,neutral,01,01,04,neutral
sim_actor04_call04.wav,47.189,50.492,neutral,01,01,04,neutral
sim_actor04_call04.wav,51.242,55.046,calm,02,01,04,neutral
sim_actor04_call04.wav,55.796,59.066,neutral,01,01,04,neutral
sim_actor04_call04.wav,59.816,63.453,calm,02,01,04,neutral
sim_actor04_call04.wav,64.203,67.773,calm,02,01,04,neutral
sim_actor04_call04.wav,68.523,72.261,calm,02,01,04,neutral
sim_actor04_call04.wav,73.011,76.28,neutral,01,01,04,neutral
sim_actor04_call04.wav,77.03,80.401,neutral,01,01,04,neutral
sim_actor04_call04.wav,81.151,84.888,calm,02,01,04,neutral
sim_actor04_call04.wav,85.638,89.008,neutral,01,01,04,neutral
sim_actor04_call04.wav,89.758,92.994,neutral,01,01,04,neutral
sim_actor04_call04.wav,93.744,97.481,calm,02,01,04,neutral
sim_actor04_call04.wav,98.231,101.968,calm,02,01,04,neutral
sim_actor04_call04.wav,102.718,106.289,calm,02,01,04,neutral
sim_actor04_call04.wav,107.039,110.409,neutral,01,01,04,neutral
sim_actor04_call04.wav,111.159,114.896,calm,02,01,04,neutral
sim_actor04_call04.wav,115.646,119.383,calm,02,01,04,neutral
sim_actor04_call04.wav,120.133,123.937,calm,02,01,04,neutral
sim_actor04_call04.wav,124.687,128.257,calm,02,01,04,neutral
