filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor02_call08.wav,0.0,3.837,calm,02,01,02,neutral
sim_actor02_call08.wav,4.587,8.424,calm,02,01,02,neutral
sim_actor02_call08.wav,9.174,13.145,calm,02,01,02,neutral
sim_actor02_call08.wav,13.895,17.532,neutral,01,01,02,neutral
sim_actor02_call08.wav,18.282,22.119,calm,02,01,02,neutral
sim_actor02_call08.wav,22.869,26.473,neutral,01,01,02,neutral
sim_actor02_call08.wav,27.223,30.993,neutral,01,01,02,neutral
sim_actor02_call08.wav,31.743,35.514,sad,04,01,02,low_activation
sim_actor02_call08.wav,36.264,40.034,sad,04,01,02,low_activation
sim_actor02_call08.wav,40.784,44.455,disgust,07,01,02,low_activation
sim_actor02_call08.wav,45.205,48.808,fearful,06,02,02,high_activation
sim_actor02_call08.wav,49.558,53.295,fearful,06,01,02,high_activation
sim_actor02_call08.wav,54.045,57.649,fearful,06,02,02,high_activation
sim_actor02_call08.wav,58.399,62.236,calm,02,01,02,neutral
sim_actor02_call08.wav,62.986,66.957,calm,02,01,02,neutral
sim_actor02_call08.wav,67.707,71.344,neutral,01,01,02,neutral
sim_actor02_call08.wav,72.094,75.697,neutral,01,01,02,neutral
sim_actor02_call08.wav,76.447,80.418,calm,02,01,02,neutral
sim_actor02_call08.wav,81.168,85.138,calm,02,01,02,neutral
sim_actor02_call08.wav,85.888,89.659,neutral,01,01,02,neutral
sim_actor02_call08.wav,90.409,94.413,calm,02,01,02,neutral
sim_actor02_call08.wav,95.163,98.767,neutral,01,01,02,neutral
sim_actor02_call08.wav,99.517,103.521,calm,02,01,02,neutral
sim_actor02_call08.wav,104.271,107.908,neutral,01,01,02,neutral
sim_actor02_call08.wav,108.658,112.428,neutral,01,01,02,neutral
sim_actor02_call08.wav,113.178,117.182,calm,02,01,02,neutral
sim_actor02_call08.wav,117.932,121.569,neutral,01,01,02,neutral
sim_actor02_call08.wav,122.319,125.923,neutral,01,01,02,neutral
sim_actor02_call08.wav,126.673,130.643,calm,02,01,02,neutral
sim_actor02_call08.wav,131.393,135.397,calm,02,01,02,neutral
sim_actor02_call08.wav,136.147,140.151,calm,02,01,02,neutral
sim_actor02_call08.wav,140.901,144.872,calm,02,01,02,neutral
