filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor03_call06.wav,0.0,4.104,disgust,07,02,03,high_activation
sim_actor03_call06.wav,4.854,8.892,disgust,07,01,03,high_activation
sim_actor03_call06.wav,9.642,13.679,disgust,07,01,03,high_activation
sim_actor03_call06.wav,14.429,18.033,disgust,07,01,03,high_activation
sim_actor03_call06.wav,18.783,22.72,disgust,07,02,03,high_activation
sim_actor03_call06.wav,23.47,27.44,calm,02,01,03,neutral
sim_actor03_call06.wav,28.19,31.627,neutral,01,01,03,neutral
sim_actor03_call06.wav,32.377,35.814,neutral,01,01,03,neutral
sim_actor03_call06.wav,36.564,40.535,calm,02,01,03,neutral
sim_actor03_call06.wav,41.285,44.788,neutral,01,01,03,neutral
sim_actor03_call06.wav,45.538,49.375,calm,02,01,03,neutral
sim_actor03_call06.wav,50.125,54.096,calm,02,01,03,neutral
sim_actor03_call06.wav,54.846,58.683,calm,02,01,03,neutral
sim_actor03_call06.wav,59.433,62.87,neutral,01,01,03,neutral
sim_actor03_call06.wav,63.62,67.591,calm,02,01,03,neutral
sim_actor03_call06.wav,68.341,72.178,calm,02,01,03,neutral
sim_actor03_call06.wav,72.928,76.431,neutral,01,01,03,neutral
sim_actor03_call06.wav,77.181,80.651,neutral,01,01,03,neutral
sim_actor03_call06.wav,81.401,84.838,neutral,01,01,03,neutral
sim_actor03_call06.wav,85.588,89.325,calm,02,01,03,neutral
sim_actor03_call06.wav,90.075,93.913,calm,02,01,03,neutral
sim_actor03_call06.wav,94.663,98.166,neutral,01,01,03,neutral
sim_actor03_call06.wav,98.916,102.386,neutral,01,01,03,neutral
sim_actor03_call06.wav,103.136,106.573,neutral,01,01,03,neutral
sim_actor03_call06.wav,107.323,111.06,calm,02,01,03,neutral
sim_actor03_call06.wav,111.81,115.28,neutral,01,01,03,neutral
sim_actor03_call06.wav,116.03,119.467,neutral,01,01,03,neutral
sim_actor03_call06.wav,120.217,124.188,calm,02,01,03,neutral
sim_actor03_call06.wav,124.938,128.775,calm,02,01,03,neutral
sim_actor03_call06.wav,129.525,132.962,neutral,01,01,03,neutral
sim_actor03_call06.wav,133.712,137.682,calm,02,01,03,neutral
