filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor01_call09.wav,0.0,3.27,neutral,01,01,01,neutral
sim_actor01_call09.wav,4.02,7.49,calm,02,01,01,neutral
sim_actor01_call09.wav,8.24,11.51,neutral,01,01,01,neutral
sim_actor01_call09.wav,12.26,15.73,calm,02,01,01,neutral
sim_actor01_call09.wav,16.48,20.017,calm,02,01,01,neutral
sim_actor01_call09.wav,20.767,24.037,neutral,01,01,01,neutral
sim_actor01_call09.wav,24.787,28.658,disgust,07,01,01,low_activation
sim_actor01_call09.wav,29.408,33.278,disgust,07,01,01,high_activation
sim_actor01_call09.wav,34.028,38.333,disgust,07,02,01,high_activation
sim_actor01_call09.wav,39.083,42.386,neutral,01,01,01,neutral
sim_actor01_call09.wav,43.136,46.472,neutral,01,01,01,neutral
sim_actor01_call09.wav,47.222,50.826,calm,02,01,01,neutral
sim_actor01_call09.wav,51.576,54.913,neutral,01,01,01,neutral
sim_actor01_call09.wav,55.663,59.266,calm,02,01,01,neutral
sim_actor01_call09.wav,60.016,63.186,neutral,01,01,01,neutral
sim_actor01_call09.wav,63.936,67.54,calm,02,01,01,neutral
sim_actor01_call09.wav,68.29,71.627,neutral,01,01,01,neutral
sim_actor01_call09.wav,72.377,75.98,calm,02,01,01,neutral
sim_actor01_call09.wav,76.73,80.234,calm,02,01,01,neutral
sim_actor01_call09.wav,80.984,84.454,calm,02,01,01,neutral
sim_actor01_call09.wav,85.204,88.507,neutral,01,01,01,neutral
sim_actor01_call09.wav,89.257,92.861,calm,02,01,01,neutral
sim_actor01_call09.wav,93.611,96.781,neutral,01,01,01,neutral
sim_actor01_call09.wav,97.531,100.701,neutral,01,01,01,neutral
sim_actor01_call09.wav,101.451,104.787,neutral,01,01,01,neutral
sim_actor01_call09.wav,105.537,109.141,calm,02,01,01,neutral
sim_actor01_call09.wav,109.891,113.161,neutral,01,01,01,neutral
sim_actor01_call09.wav,113.911,117.448,calm,02,01,01,neutral
sim_actor01_call09.wav,118.198,121.668,calm,02,01,01,neutral
sim_actor01_call09.wav,122.418,126.022,calm,02,01,01,neutral
