filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor04_call09.wav,0.0,3.27,neutral,01,01,04,neutral
sim_actor04_call09.wav,4.02,7.59,calm,02,01,04,neutral
sim_actor04_call09.wav,8.34,11.61,neutral,01,01,04,neutral
sim_actor04_call09.wav,12.36,15.93,calm,02,01,04,neutral
sim_actor04_call09.wav,16.68,20.484,calm,02,01,04,neutral
sim_actor04_call09.wav,21.234,24.504,neutral,01,01,04,neutral
sim_actor04_call09.wav,25.254,29.158,disgust,07,01,04,low_activation
sim_actor04_call09.wav,29.908,33.812,disgust,07,01,04,high_activation
sim_actor04_call09.wav,34.562,38.566,disgust,07,02,04,high_activation
sim_actor04_call09.wav,39.316,42.619,neutral,01,01,04,neutral
sim_actor04_call09.wav,43.369,46.739,neutral,01,01,04,neutral
sim_actor04_call09.wav,47.489,51.226,calm,02,01,04,neutral
sim_actor04_call09.wav,51.976,55.346,neutral,01,01,04,neutral
sim_actor04_call09.wav,56.096,59.834,calm,02,01,04,neutral
sim_actor04_call09.wav,60.584,63.82,neutral,01,01,04,neutral
sim_actor04_call09.wav,64.57,68.307,calm,02,01,04,neutral
sim_actor04_call09.wav,69.057,72.427,neutral,01,01,04,neutral
sim_actor04_call09.wav,73.177,76.914,calm,02,01,04,neutral
sim_actor04_call09.wav,77.664,81.301,calm,02,01,04,neutral
sim_actor04_call09.wav,82.051,85.622,calm,02,01,04,neutral
sim_actor04_call09.wav,86.372,89.675,neutral,01,01,04,neutral
sim_actor04_call09.wav,90.425,94.162,calm,02,01,04,neutral
sim_actor04_call09.wav,94.912,98.148,neutral,01,01,04,neutral
sim_actor04_call09.wav,98.898,102.135,neutral,01,01,04,neutral
sim_actor04_call09.wav,102.885,106.255,neutral,01,01,04,neutral
sim_actor04_call09.wav,107.005,110.742,calm,02,01,04,neutral
sim_actor04_call09.wav,111.492,114.762,neutral,01,01,04,neutral
sim_actor04_call09.wav,115.512,119.316,calm,02,01,04,neutral
sim_actor04_call09.wav,120.066,123.636,calm,02,01,04,neutral
sim_actor04_call09.wav,124.386,128.123,calm,02,01,04,neutral
