filename,start_s,end_s,emotion,emotion_code,intensity,actor,valence
sim_actor02_call03.wav,0.0,3.604,neutral,01,01,02,neutral
sim_actor02_call03.wav,4.354,8.124,neutral,01,01,02,neutral
sim_actor02_call03.wav,8.874,12.845,calm,02,01,02,neutral
sim_actor02_call03.wav,13.595,17.599,calm,02,01,02,neutral
sim_actor02_call03.wav,18.349,22.353,calm,02,01,02,neutral
sim_actor02_call03.wav,23.103,26.84,sad,04,01,02,low_activation
sim_actor02_call03.wav,27.59,31.327,sad,04,01,02,low_activation
sim_actor02_call03.wav,32.077,35.68,fearful,06,02,02,high_activation
sim_actor02_call03.wav,36.43,40.168,fearful,06,01,02,high_activation
sim_actor02_call03.wav,40.918,44.721,fearful,06,02,02,high_activation
sim_actor02_call03.wav,45.471,49.075,neutral,01,01,02,neutral
sim_actor02_call03.wav,49.825,53.462,neutral,01,01,02,neutral
sim_actor02_call03.wav,54.212,57.849,neutral,01,01,02,neutral
sim_actor02_call03.wav,58.599,62.369,neutral,01,01,02,neutral
sim_actor02_call03.wav,63.119,66.756,disgust,07,01,02,low_activation
sim_actor02_call03.wav,67.506,71.243,fearful,06,01,02,high_activation
sim_actor02_call03.wav,71.993,75.597,fearful,06,02,02,high_activation
sim_actor02_call03.wav,76.347,79.951,fearful,06,02,02,high_activation
sim_actor02_call03.wav,80.701,84.304,neutral,01,01,02,neutral
sim_actor02_call03.wav,85.054,88.891,calm,02,01,02,neutral
sim_actor02_call03.wav,89.641,93.245,neutral,01,01,02,neutral
sim_actor02_call03.wav,93.995,97.632,neutral,01,01,02,neutral
sim_actor02_call03.wav,98.382,102.219,calm,02,01,02,neutral
sim_actor02_call03.wav,102.969,106.806,calm,02,01,02,neutral
sim_actor02_call03.wav,107.556,111.193,neutral,01,01,02,neutral
sim_actor02_call03.wav,111.943,115.781,calm,02,01,02,neutral
sim_actor02_call03.wav,116.531,120.134,neutral,01,01,02,neutral
sim_actor02_call03.wav,120.884,124.855,calm,02,01,02,neutral
sim_actor02_call03.wav,125.605,129.609,calm,02,01,02,neutral
sim_actor02_call03.wav,130.359,133.963,neutral,01,01,02,neutral
sim_actor02_call03.wav,134.713,138.316,neutral,01,01,02,neutral
sim_actor02_call03.wav,139.066,142.903,calm,02,01,02,neutral
